date,day,departure_time,arrival_time,airline,flight_time,seat_class,price,mark_url
617,토,1015,1125,아시아나항공,1시간 10분,할인석,128900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1015,1125,아시아나항공,1시간 10분,일반석,134900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1030,1140,티웨이항공,1시간 10분,일반석,118800,https://vertical.pstatic.net/vertical/static/flight/airlines/TW.png
617,토,1030,1145,진에어,1시간 15분,일반석,121900,https://vertical.pstatic.net/vertical/static/flight/airlines/LJ.png
617,토,1035,1135,제주항공,1시간 00분,일반석,121400,https://vertical.pstatic.net/vertical/static/flight/airlines/7C.png
617,토,1035,1135,제주항공,1시간 00분,할인석,125400,https://vertical.pstatic.net/vertical/static/flight/airlines/7C.png
617,토,1040,1150,아시아나항공,1시간 10분,할인석,128900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1040,1150,아시아나항공,1시간 10분,일반석,134900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1040,1150,아시아나항공,1시간 10분,비즈니스석,191900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1045,1155,대한항공,1시간 10분,일반석,131900,https://vertical.pstatic.net/vertical/static/flight/airlines/KE.png
617,토,1055,1205,이스타항공,1시간 10분,할인석,104800,https://vertical.pstatic.net/vertical/static/flight/airlines/ZE.png
617,토,1055,1215,에어부산,1시간 20분,일반석,120900,https://vertical.pstatic.net/vertical/static/flight/airlines/BX.png
617,토,1055,1205,이스타항공,1시간 10분,일반석,121800,https://vertical.pstatic.net/vertical/static/flight/airlines/ZE.png
617,토,1055,1215,에어부산,1시간 20분,할인석,134000,https://vertical.pstatic.net/vertical/static/flight/airlines/BX.png
617,토,1100,1205,진에어,1시간 05분,일반석,121900,https://vertical.pstatic.net/vertical/static/flight/airlines/LJ.png
617,토,1115,1225,아시아나항공,1시간 10분,할인석,116900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
