아시아나항공,06:30CJU,07:40GMP,01시간10분,특가석,"36,900원~",06.01,목
아시아나항공,06:30CJU,07:40GMP,01시간10분,할인석,"57,900원~",06.01,목
아시아나항공,06:30CJU,07:40GMP,01시간10분,일반석,"100,900원~",06.01,목
아시아나항공,06:40CJU,07:50GMP,01시간10분,특가석,"33,900원~",06.01,목
아시아나항공,06:40CJU,07:50GMP,01시간10분,할인석,"57,900원~",06.01,목
아시아나항공,06:40CJU,07:50GMP,01시간10분,일반석,"100,900원~",06.01,목
아시아나항공,06:40CJU,07:50GMP,01시간10분,비즈니스석,"136,900원~",06.01,목
대한항공,07:00CJU,08:10GMP,01시간10분,특가석,"39,900원~",06.01,목
에어서울,07:30CJU,08:40GMP,01시간10분,특가석,"27,800원~",06.01,목
에어서울,07:30CJU,08:40GMP,01시간10분,할인석,"28,800원~",06.01,목
에어서울,07:30CJU,08:40GMP,01시간10분,일반석,"83,900원~",06.01,목
제주항공,07:40CJU,08:50GMP,01시간10분,특가석,"25,800원~",06.01,목
제주항공,07:40CJU,08:50GMP,01시간10분,일반석,"84,900원~",06.01,목
티웨이항공,07:55CJU,09:05GMP,01시간10분,할인석,"29,100원~",06.01,목
아시아나항공,07:55CJU,09:05GMP,01시간10분,특가석,"36,900원~",06.01,목
아시아나항공,07:55CJU,09:05GMP,01시간10분,할인석,"57,900원~",06.01,목
티웨이항공,07:55CJU,09:05GMP,01시간10분,일반석,"84,900원~",06.01,목
아시아나항공,07:55CJU,09:05GMP,01시간10분,일반석,"100,900원~",06.01,목
제주항공,08:05CJU,09:15GMP,01시간10분,특가석,"25,800원~",06.01,목
제주항공,08:05CJU,09:15GMP,01시간10분,일반석,"84,900원~",06.01,목
이스타항공,08:10CJU,09:15GMP,01시간05분,할인석,"31,800원~",06.01,목
이스타항공,08:10CJU,09:15GMP,01시간05분,일반석,"84,800원~",06.01,목
진에어,08:15CJU,09:30GMP,01시간15분,특가석,"32,800원~",06.01,목
진에어,08:15CJU,09:30GMP,01시간15분,할인석,"37,800원~",06.01,목
진에어,08:15CJU,09:30GMP,01시간15분,일반석,"80,500원~",06.01,목
