checkin_date,checkin_day,checkout_date,checkout_day,name,location,grade,score,customer_num,price
601,목,603,토,호텔52,서귀포,3,7.0,3,135639
601,목,603,토,스카이 호텔,제주,3,8.0,3,88200
601,목,603,토,마레보 비치호텔,제주,3,8.5,3,201888
601,목,603,토,엘렌호텔,서귀포,2,9.0,3,289090
601,목,603,토,베이힐 풀&빌라,서귀포,5,9.0,3,1076115
601,목,603,토,다인 오세아노 호텔,제주,4,8.1,3,284594
601,목,603,토,르메인호텔,제주,0,0.0,3,309090
601,목,603,토,흰수염 고래 리조트,제주,3,8.5,3,271279
601,목,603,토,대동 호텔,제주,3,8.5,3,102374
601,목,603,토,그랜드메르 호텔 제주,서귀포,3,7.2,3,118018
601,목,603,토,BK호텔 제주,서귀포,3,8.5,3,82670
601,목,603,토,스테이 인 제주,서귀포,3,0.0,3,285926
601,목,603,토,엠버 시티 호텔,제주,3,8.4,3,154454
602,금,604,일,제주 신라 호텔,서귀포,5,9.0,3,1056000
602,금,604,일,랜딩관 제주신화월드 호텔앤리조트,서귀포,5,8.3,3,495000
602,금,604,일,메종 글래드 제주,제주,5,8.1,3,316850
602,금,604,일,롯데 호텔 제주,서귀포,5,8.8,3,791200
602,금,604,일,라마다 프라자 제주 호텔,제주,5,8.2,3,361205
602,금,604,일,신라스테이 제주,제주,4,8.0,3,301600
602,금,604,일,그랜드 하얏트 제주,제주,5,8.8,3,725400
602,금,604,일,유탑 유블레스호텔,제주,4,8.0,3,682546
602,금,604,일,그랜드 조선 제주,서귀포,5,8.9,3,950600
602,금,604,일,에코랜드 호텔,제주,0,0.0,3,892826
602,금,604,일,베스트웨스턴 제주호텔,제주,4,7.6,3,170579
602,금,604,일,라마다 제주 시티 호텔,제주,4,8.1,3,163934
602,금,604,일,해비치 호텔 & 리조트,서귀포,5,8.6,3,881100
602,금,604,일,브라운 스위트 제주,서귀포,4,7.3,3,138374
602,금,604,일,서머셋 제주신화월드,서귀포,5,8.6,3,1237286
602,금,604,일,휘닉스 제주 섭지코지,서귀포,4,7.8,3,800000
602,금,604,일,더큐브 리조트 제주,서귀포,4,8.2,3,151352
602,금,604,일,롯데시티호텔 제주,제주,4,8.5,3,324000
602,금,604,일,호텔 케니 서귀포,서귀포,3,8.1,3,86728
602,금,604,일,제주 부영 호텔&리조트,서귀포,5,9.1,3,354998
602,금,604,일,골든튤립 제주성산호텔,서귀포,4,7.7,3,126925
602,금,604,일,호텔 난타,제주,4,8.6,3,221281
602,금,604,일,더 베스트 제주 성산,서귀포,4,7.9,3,117355
602,금,604,일,한림리조트,제주,0,0.0,3,278182
602,금,604,일,메리어트관 제주신화월드 호텔앤리조트,서귀포,5,8.4,3,780000
602,금,604,일,서귀포 JS호텔,서귀포,4,8.4,3,117992
602,금,604,일,제주 웨스턴 그레이스 호텔,서귀포,3,8.4,3,68958
602,금,604,일,호텔 샬롬 제주,제주,4,7.9,3,117422
602,금,604,일,코델리아 S 호텔,서귀포,3,7.6,3,72727
602,금,604,일,세인트 비치 호텔,제주,4,7.0,3,160810
602,금,604,일,호텔 케니 모슬포,서귀포,3,8.4,3,118554
602,금,604,일,더 그랜드 섬오름,서귀포,4,8.3,3,340726
602,금,604,일,골든데이지 서귀포오션 호텔,서귀포,4,7.9,3,115858
602,금,604,일,스타즈 호텔 제주 로베로점,제주,3,8.0,3,126662
602,금,604,일,그라벨 호텔,제주,4,8.1,3,183730
602,금,604,일,훈데르트힐즈,제주,0,0.0,3,657521
602,금,604,일,글로스터 호텔 제주,제주,4,8.3,3,143246
602,금,604,일,엠스테이 호텔 제주,서귀포,4,7.8,3,78612
602,금,604,일,제주 센트럴시티호텔,제주,3,7.7,3,179067
602,금,604,일,신신호텔 천지연,서귀포,4,7.9,3,109504
602,금,604,일,플레이스 캠프 제주,서귀포,4,8.3,3,348678
602,금,604,일,레슬리 호텔,제주,3,7.8,3,149090
602,금,604,일,헤이 서귀포,서귀포,3,7.9,3,98280
602,금,604,일,제주 디 아일랜드 블루 호텔,서귀포,4,8.1,3,143482
602,금,604,일,유니호텔 제주,제주,4,7.7,3,611139
602,금,604,일,코업시티호텔 성산,서귀포,4,7.9,3,199522
602,금,604,일,스위트 호텔 제주,서귀포,5,8.3,3,546000
602,금,604,일,어반아일랜드 호텔,제주,3,7.4,3,143802
602,금,604,일,담모라 리조트,서귀포,3,7.3,3,132076
602,금,604,일,엠버퓨어힐호텔&리조트,제주,5,9.2,3,986310
602,금,604,일,신신호텔 제주월드컵,서귀포,4,7.7,3,85776
602,금,604,일,오션스위츠 제주 호텔,제주,4,8.1,3,272720
602,금,604,일,호텔 위드 제주,제주,4,8.0,3,144000
602,금,604,일,제주 아리아 호텔,서귀포,3,8.4,3,177954
602,금,604,일,라마다 바이 윈덤 제주 더 함덕,제주,4,7.8,3,223140
602,금,604,일,위드스테이호텔,제주,4,8.7,3,115889
602,금,604,일,베니키아 호텔 제주,제주,3,7.5,3,115290
602,금,604,일,호텔 더 원,제주,4,7.4,3,164833
602,금,604,일,신신호텔 서귀포,서귀포,4,8.0,3,72902
602,금,604,일,제주 오리엔탈 호텔,제주,5,7.5,3,145454
602,금,604,일,샐리스 제주 호텔,제주,3,7.2,3,184841
602,금,604,일,퍼스트70 호텔,서귀포,4,8.1,3,106182
602,금,604,일,씨오르리조트,서귀포,3,8.4,3,209090
602,금,604,일,아이미제주비치호텔,제주,3,7.2,3,98006
602,금,604,일,포도 호텔,서귀포,0,0.0,3,1400000
602,금,604,일,오션 팰리스 호텔,서귀포,4,7.4,3,149954
602,금,604,일,제주 노블레스 관광호텔,제주,3,7.8,3,154545
602,금,604,일,호텔 빠레브,서귀포,4,8.2,3,137236
602,금,604,일,오션블루 호텔,서귀포,3,7.2,3,170248
602,금,604,일,제주 썬호텔,제주,5,8.8,3,216470
602,금,604,일,블루 하와이 리조트,제주,3,7.9,3,123966
602,금,604,일,블룸 호텔,서귀포,3,8.3,3,302480
602,금,604,일,호텔 화인 제주,서귀포,4,9.2,3,148762
602,금,604,일,호텔 스카이파크 제주 1호점,제주,3,7.8,3,136810
602,금,604,일,엠버 호텔 제주,제주,4,8.5,3,165290
602,금,604,일,호텔더그랑 서귀포,서귀포,3,10.0,3,212396
602,금,604,일,호텔 삼해인,제주,1,8.0,3,81628
602,금,604,일,소랑 풀빌라,제주,3,8.4,3,309090
602,금,604,일,오션스타,서귀포,0,0.0,3,237273
602,금,604,일,아루미호텔 협재점,제주,3,8.0,3,165290
602,금,604,일,호텔52,서귀포,3,7.0,3,135639
602,금,604,일,스카이 호텔,제주,3,8.0,3,88200
602,금,604,일,엘렌호텔,서귀포,2,9.0,3,289090
602,금,604,일,베이힐 풀&빌라,서귀포,5,9.0,3,1346908
602,금,604,일,다인 오세아노 호텔,제주,4,8.1,3,306486
602,금,604,일,흰수염 고래 리조트,제주,3,8.5,3,343600
602,금,604,일,대동 호텔,제주,3,8.5,3,145456
602,금,604,일,스위트메이서귀포호텔,서귀포,4,8.4,3,86220
602,금,604,일,그랜드메르 호텔 제주,서귀포,3,7.2,3,117200
602,금,604,일,BK호텔 제주,서귀포,3,8.5,3,84849
602,금,604,일,키코앤일레인호텔,서귀포,0,0.0,3,181818
602,금,604,일,코업시티호텔 하버뷰,서귀포,4,8.1,3,93444
602,금,604,일,골드원 호텔&스위트,서귀포,4,8.6,3,416363
602,금,604,일,제주 마레보 리조트,제주,3,7.6,3,169327
602,금,604,일,블루 하와이 호텔,제주,0,0.0,3,118181
602,금,604,일,씨사이드아덴,서귀포,4,8.0,3,560109
602,금,604,일,담앤루 리조트,서귀포,3,8.2,3,228558
602,금,604,일,비스타케이 호텔 월드컵,서귀포,4,7.9,3,94545
602,금,604,일,기린빌라리조트 제주,서귀포,4,9.0,3,676724
602,금,604,일,펄 호텔 제주,제주,3,6.9,3,79145
603,토,605,월,제주 신라 호텔,서귀포,5,9.0,3,1122000
603,토,605,월,메종 글래드 제주,제주,5,8.1,3,306627
603,토,605,월,롯데 호텔 제주,서귀포,5,8.8,3,902400
603,토,605,월,라마다 프라자 제주 호텔,제주,5,8.2,3,350023
603,토,605,월,신라스테이 제주,제주,4,8.0,3,284200
603,토,605,월,그랜드 하얏트 제주,제주,5,8.8,3,788400
603,토,605,월,유탑 유블레스호텔,제주,4,8.0,3,710744
603,토,605,월,그랜드 조선 제주,서귀포,5,8.9,3,1740000
603,토,605,월,호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,제주,4,7.7,3,211736
603,토,605,월,베스트웨스턴 제주호텔,제주,4,7.6,3,158678
603,토,605,월,라마다 제주 시티 호텔,제주,4,8.1,3,172562
603,토,605,월,해비치 호텔 & 리조트,서귀포,5,8.6,3,816000
603,토,605,월,브라운 스위트 제주,서귀포,4,7.3,3,141658
603,토,605,월,더큐브 리조트 제주,서귀포,4,8.2,3,151352
603,토,605,월,롯데시티호텔 제주,제주,4,8.5,3,333000
603,토,605,월,호텔 케니 서귀포,서귀포,3,8.1,3,86728
603,토,605,월,제주 부영 호텔&리조트,서귀포,5,9.1,3,329641
603,토,605,월,골든튤립 제주성산호텔,서귀포,4,7.7,3,126925
603,토,605,월,호텔 난타,제주,4,8.6,3,231818
603,토,605,월,더 베스트 제주 성산,서귀포,4,7.9,3,117355
603,토,605,월,한림리조트,제주,0,0.0,3,332273
603,토,605,월,메리어트관 제주신화월드 호텔앤리조트,서귀포,5,8.4,3,860000
603,토,605,월,서귀포 JS호텔,서귀포,4,8.4,3,107979
603,토,605,월,제주 웨스턴 그레이스 호텔,서귀포,3,8.4,3,70534
603,토,605,월,호텔 샬롬 제주,제주,4,7.9,3,117422
603,토,605,월,코델리아 S 호텔,서귀포,3,7.6,3,72727
603,토,605,월,세인트 비치 호텔,제주,4,7.0,3,160810
603,토,605,월,호텔 케니 모슬포,서귀포,3,8.4,3,117000
603,토,605,월,골든데이지 서귀포오션 호텔,서귀포,4,7.9,3,107051
603,토,605,월,그라벨 호텔,제주,4,8.1,3,192398
603,토,605,월,훈데르트힐즈,제주,0,0.0,3,657521
603,토,605,월,글로스터 호텔 제주,제주,4,8.3,3,146736
603,토,605,월,엠스테이 호텔 제주,서귀포,4,7.8,3,80083
603,토,605,월,제주 센트럴시티호텔,제주,3,7.7,3,196836
603,토,605,월,신신호텔 천지연,서귀포,4,7.9,3,112138
603,토,605,월,신신호텔 제주공항,제주,4,7.6,3,185062
603,토,605,월,플레이스 캠프 제주,서귀포,4,8.3,3,392666
603,토,605,월,레슬리 호텔,제주,3,7.8,3,149090
603,토,605,월,헤이 서귀포,서귀포,3,7.9,3,100000
603,토,605,월,유니호텔 제주,제주,4,7.7,3,323858
603,토,605,월,코업시티호텔 성산,서귀포,4,7.9,3,199522
603,토,605,월,어반아일랜드 호텔,제주,3,7.4,3,143802
603,토,605,월,담모라 리조트,서귀포,3,7.3,3,136538
603,토,605,월,신신호텔 제주월드컵,서귀포,4,7.7,3,83850
603,토,605,월,호텔 위드 제주,제주,4,8.0,3,144000
603,토,605,월,WE호텔 제주,서귀포,5,8.5,3,460161
603,토,605,월,제주 아리아 호텔,서귀포,3,8.4,3,184580
603,토,605,월,라마다 바이 윈덤 제주 더 함덕,제주,4,7.8,3,223140
603,토,605,월,위드스테이호텔,제주,4,8.7,3,117192
603,토,605,월,베니키아 호텔 제주,제주,3,7.5,3,115290
603,토,605,월,신신호텔 서귀포,서귀포,4,8.0,3,74652
603,토,605,월,제주 오리엔탈 호텔,제주,5,7.5,3,145454
603,토,605,월,샐리스 제주 호텔,제주,3,7.2,3,189333
603,토,605,월,퍼스트70 호텔,서귀포,4,8.1,3,111444
603,토,605,월,씨오르리조트,서귀포,3,8.4,3,209090
603,토,605,월,아이미제주비치호텔,제주,3,7.2,3,100394
603,토,605,월,포도 호텔,서귀포,0,0.0,3,1400000
603,토,605,월,오션 팰리스 호텔,서귀포,4,7.4,3,136363
603,토,605,월,제주 노블레스 관광호텔,제주,3,7.8,3,154545
603,토,605,월,호텔 빠레브,서귀포,4,8.2,3,130218
603,토,605,월,호텔 레오,제주,4,8.9,3,194179
603,토,605,월,위드시티호텔,제주,2,7.0,3,131520
603,토,605,월,오션블루 호텔,서귀포,3,7.2,3,170248
603,토,605,월,벤티모 호텔 앤 레지던스 제주,제주,4,9.0,3,246282
603,토,605,월,제주 썬호텔,제주,5,8.8,3,217023
603,토,605,월,블루 하와이 리조트,제주,3,7.9,3,126449
603,토,605,월,호텔 화인 제주,서귀포,4,9.2,3,148762
603,토,605,월,호텔 스카이파크 제주 1호점,제주,3,7.8,3,144496
603,토,605,월,엠버 호텔 제주,제주,4,8.5,3,165290
603,토,605,월,호텔더그랑 서귀포,서귀포,3,10.0,3,230709
603,토,605,월,호텔 삼해인,제주,1,8.0,3,79800
603,토,605,월,소랑 풀빌라,제주,3,8.4,3,309090
603,토,605,월,오션스타,서귀포,0,0.0,3,229091
603,토,605,월,아루미호텔 협재점,제주,3,8.0,3,152893
603,토,605,월,호텔52,서귀포,3,7.0,3,135639
603,토,605,월,스카이 호텔,제주,3,8.0,3,88200
603,토,605,월,엘렌호텔,서귀포,2,9.0,3,307272
603,토,605,월,베이힐 풀&빌라,서귀포,5,9.0,3,1379634
603,토,605,월,흰수염 고래 리조트,제주,3,8.5,3,327272
603,토,605,월,대동 호텔,제주,3,8.5,3,145456
603,토,605,월,스위트메이서귀포호텔,서귀포,4,8.4,3,88444
603,토,605,월,그랜드메르 호텔 제주,서귀포,3,7.2,3,127780
603,토,605,월,BK호텔 제주,서귀포,3,8.5,3,85575
603,토,605,월,스테이 인 제주,서귀포,3,0.0,3,172013
603,토,605,월,엠버 시티 호텔,제주,3,8.4,3,147718
603,토,605,월,키코앤일레인호텔,서귀포,0,0.0,3,161985
603,토,605,월,코업시티호텔 하버뷰,서귀포,4,8.1,3,95720
603,토,605,월,골드원 호텔&스위트,서귀포,4,8.6,3,416363
603,토,605,월,제주 마레보 리조트,제주,3,7.6,3,196632
603,토,605,월,블루 하와이 호텔,제주,0,0.0,3,118181
603,토,605,월,씨사이드아덴,서귀포,4,8.0,3,604690
603,토,605,월,담앤루 리조트,서귀포,3,8.2,3,281416
603,토,605,월,비스타케이 호텔 월드컵,서귀포,4,7.9,3,94696
603,토,605,월,기린빌라리조트 제주,서귀포,4,9.0,3,676724
603,토,605,월,펄 호텔 제주,제주,3,6.9,3,82120
603,토,605,월,돈내코힐 리조트,서귀포,3,8.2,3,170920
603,토,605,월,갤럭시 호텔,제주,3,7.8,3,107440
603,토,605,월,아로하 호텔,서귀포,3,7.8,3,111904
603,토,605,월,호텔 앨리스 앤 트렁크,제주,4,8.4,3,725948
603,토,605,월,오션스퀘어 리조트,서귀포,2,8.0,3,149090
604,일,606,화,제주 신라 호텔,서귀포,5,9.0,3,1122000
604,일,606,화,메종 글래드 제주,제주,5,8.1,3,296405
604,일,606,화,롯데 호텔 제주,서귀포,5,8.8,3,864800
604,일,606,화,라마다 프라자 제주 호텔,제주,5,8.2,3,335440
604,일,606,화,신라스테이 제주,제주,4,8.0,3,285120
604,일,606,화,그랜드 하얏트 제주,제주,5,8.8,3,788400
604,일,606,화,유탑 유블레스호텔,제주,4,8.0,3,710744
604,일,606,화,그랜드 조선 제주,서귀포,5,8.9,3,931200
604,일,606,화,호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,제주,4,7.7,3,182976
604,일,606,화,베스트웨스턴 제주호텔,제주,4,7.6,3,150744
604,일,606,화,탐라스테이 호텔 제주,제주,4,7.7,3,241240
604,일,606,화,라마다 제주 시티 호텔,제주,4,8.1,3,172562
604,일,606,화,해비치 호텔 & 리조트,서귀포,5,8.6,3,773500
604,일,606,화,브라운 스위트 제주,서귀포,4,7.3,3,138374
604,일,606,화,서머셋 제주신화월드,서귀포,5,8.6,3,1195200
604,일,606,화,휘닉스 제주 섭지코지,서귀포,4,7.8,3,872727
604,일,606,화,더큐브 리조트 제주,서귀포,4,8.2,3,151352
604,일,606,화,롯데시티호텔 제주,제주,4,8.5,3,333000
604,일,606,화,호텔 브릿지 서귀포,서귀포,4,8.0,3,177545
604,일,606,화,호텔 케니 서귀포,서귀포,3,8.1,3,86728
604,일,606,화,골든튤립 제주성산호텔,서귀포,4,7.7,3,126925
604,일,606,화,호텔 난타,제주,4,8.6,3,231818
604,일,606,화,더 베스트 제주 성산,서귀포,4,7.9,3,117355
604,일,606,화,한림리조트,제주,0,0.0,3,301364
604,일,606,화,메리어트관 제주신화월드 호텔앤리조트,서귀포,5,8.4,3,860000
604,일,606,화,호텔 토스카나,서귀포,5,9.0,3,4739211
604,일,606,화,서귀포 JS호텔,서귀포,4,8.4,3,103228
604,일,606,화,제주 웨스턴 그레이스 호텔,서귀포,3,8.4,3,68958
604,일,606,화,호텔 샬롬 제주,제주,4,7.9,3,117422
604,일,606,화,코델리아 S 호텔,서귀포,3,7.6,3,72727
604,일,606,화,세인트 비치 호텔,제주,4,7.0,3,160810
604,일,606,화,함덕비치스테이제주,제주,2,8.0,3,142720
604,일,606,화,호텔 케니 모슬포,서귀포,3,8.4,3,116792
604,일,606,화,아스타 호텔,제주,4,8.4,3,172727
604,일,606,화,골든데이지 서귀포오션 호텔,서귀포,4,7.9,3,103334
604,일,606,화,스타즈 호텔 제주 로베로점,제주,3,8.0,3,152000
604,일,606,화,그라벨 호텔,제주,4,8.1,3,264328
604,일,606,화,훈데르트힐즈,제주,0,0.0,3,587603
604,일,606,화,글로스터 호텔 제주,제주,4,8.3,3,143246
604,일,606,화,엠스테이 호텔 제주,서귀포,4,7.8,3,80083
604,일,606,화,제주 센트럴시티호텔,제주,3,7.7,3,131316
604,일,606,화,신신호텔 천지연,서귀포,4,7.9,3,109504
604,일,606,화,신신호텔 제주공항,제주,4,7.6,3,174127
604,일,606,화,플레이스 캠프 제주,서귀포,4,8.3,3,383546
604,일,606,화,레슬리 호텔,제주,3,7.8,3,148860
604,일,606,화,헤이 서귀포,서귀포,3,7.9,3,106470
604,일,606,화,루체빌,서귀포,3,8.4,3,180632
604,일,606,화,까사로마 호텔,서귀포,3,8.8,3,233295
604,일,606,화,제주 디 아일랜드 블루 호텔,서귀포,4,8.1,3,184052
604,일,606,화,산방산 호텔,서귀포,3,8.5,3,179928
604,일,606,화,유니호텔 제주,제주,4,7.7,3,289202
604,일,606,화,코업시티호텔 성산,서귀포,4,7.9,3,170395
604,일,606,화,어반아일랜드 호텔,제주,3,7.4,3,143802
604,일,606,화,담모라 리조트,서귀포,3,7.3,3,128902
604,일,606,화,신신호텔 제주월드컵,서귀포,4,7.7,3,85776
604,일,606,화,호텔 위드 제주,제주,4,8.0,3,144000
604,일,606,화,WE호텔 제주,서귀포,5,8.5,3,449620
604,일,606,화,제주 아리아 호텔,서귀포,3,8.4,3,189076
604,일,606,화,라마다 바이 윈덤 제주 더 함덕,제주,4,7.8,3,217280
604,일,606,화,위드스테이호텔,제주,4,8.7,3,115889
604,일,606,화,베니키아 호텔 제주,제주,3,7.5,3,122976
604,일,606,화,신신호텔 서귀포,서귀포,4,8.0,3,72902
604,일,606,화,제주 오리엔탈 호텔,제주,5,7.5,3,145454
604,일,606,화,샐리스 제주 호텔,제주,3,7.2,3,184841
604,일,606,화,퍼스트70 호텔,서귀포,4,8.1,3,106182
604,일,606,화,씨오르리조트,서귀포,3,8.4,3,209090
604,일,606,화,아이미제주비치호텔,제주,3,7.2,3,95008
604,일,606,화,포도 호텔,서귀포,0,0.0,3,1400000
604,일,606,화,오션 팰리스 호텔,서귀포,4,7.4,3,118181
604,일,606,화,제주 노블레스 관광호텔,제주,3,7.8,3,154545
604,일,606,화,호텔 빠레브,서귀포,4,8.2,3,133168
604,일,606,화,위드시티호텔,제주,2,7.0,3,128514
604,일,606,화,오션블루 호텔,서귀포,3,7.2,3,170248
604,일,606,화,제주 썬호텔,제주,5,8.8,3,206632
604,일,606,화,블루 하와이 리조트,제주,3,7.9,3,124378
604,일,606,화,호텔 화인 제주,서귀포,4,9.2,3,148762
604,일,606,화,호텔 스카이파크 제주 1호점,제주,3,7.8,3,143803
604,일,606,화,엠버 호텔 제주,제주,4,8.5,3,165290
604,일,606,화,호텔더그랑 서귀포,서귀포,3,10.0,3,230709
604,일,606,화,호텔 삼해인,제주,1,8.0,3,83886
604,일,606,화,소랑 풀빌라,제주,3,8.4,3,309090
604,일,606,화,오션스타,서귀포,0,0.0,3,220909
604,일,606,화,아루미호텔 협재점,제주,3,8.0,3,140496
604,일,606,화,호텔52,서귀포,3,7.0,3,135639
604,일,606,화,스카이 호텔,제주,3,8.0,3,88200
604,일,606,화,마레보 비치호텔,제주,3,8.5,3,222706
604,일,606,화,엘렌호텔,서귀포,2,9.0,3,325454
604,일,606,화,베이힐 풀&빌라,서귀포,5,9.0,3,1167320
604,일,606,화,제주 부영 리조트,서귀포,0,0.0,3,481783
604,일,606,화,흰수염 고래 리조트,제주,3,8.5,3,302575
604,일,606,화,대동 호텔,제주,3,8.5,3,145456
604,일,606,화,스위트메이서귀포호텔,서귀포,4,8.4,3,86220
604,일,606,화,그랜드메르 호텔 제주,서귀포,3,7.2,3,118018
604,일,606,화,BK호텔 제주,서귀포,3,8.5,3,84849
604,일,606,화,엠버 시티 호텔,제주,3,8.4,3,151172
604,일,606,화,키코앤일레인호텔,서귀포,0,0.0,3,167482
604,일,606,화,코업시티호텔 하버뷰,서귀포,4,8.1,3,93444
604,일,606,화,에벤에셀호텔,제주,5,8.0,3,140078
604,일,606,화,골드원 호텔&스위트,서귀포,4,8.6,3,416363
604,일,606,화,제주 샹그릴라 호텔앤리조트,제주,3,7.8,3,110026
